date,high_c,low_c,rain_mm,gust_kn
2024-12-19,12.72,8.39,21.59,14.9
2024-12-20,12.61,10.28,4.32,6
2024-12-21,14.22,8.39,3.3,15.9
2024-12-22,11.5,8.11,26.42,12.9
2024-12-23,11.28,8,8.38,9
2024-12-24,11.28,6.28,0.25,12.9
2024-12-25,7.28,5.28,48.01,7
2024-12-26,11.61,7.28,22.1,37.7
2024-12-27,10.5,5.78,16.76,12.9
2024-12-28,10.5,7.72,9.91,18.9
2024-12-29,9.5,5,22.86,15.9
2024-12-30,10,4.39,4.57,10.9
2024-12-31,5.89,3.11,3.3,3.9
