date,high_c,low_c,rain_mm,gust_kn
2023-07-22,20,13.72,0,11.8
2023-07-23,19.72,10,0,14.9
2023-07-24,17.39,11.5,25.91,15.9
2023-07-25,19.61,12.39,0.25,10.9
2023-07-26,21.22,9.22,0,12.9
2023-07-27,18.72,10.61,0,12.9
2023-07-28,19.28,13.28,0,14.9
2023-07-29,19.28,13.11,0,14.9
2023-07-30,20.61,10.11,0,14.9
2023-07-31,21.39,9.22,0,14.9
2023-08-01,23.39,10.39,0,13.8
2023-08-02,21.89,9.28,0,15.9
2023-08-03,21.5,14.72,0,13.8
2023-08-04,22.39,12.11,0,17.9
2023-08-05,19.28,15.61,0.76,10.9
2023-08-06,21.22,15.61,0.25,14.9
2023-08-07,21.22,16,0,11.8
2023-08-08,21.22,15.22,0,12.9
2023-08-09,22.5,15.22,4.83,13.8
2023-08-10,21.78,13.78,0,12.9
2023-08-11,21.5,10.72,0,14.9
2023-08-12,23.39,12.28,0,14.9
2023-08-13,30.22,12.22,0,11.8
2023-08-14,33.61,16.11,0,11.8
2023-08-15,25.39,15.28,0,10.9
2023-08-16,22.22,14.28,0,9
2023-08-17,18,13.72,0,13.8
2023-08-18,17.72,10.39,0,19.8
2023-08-19,22.89,8.28,0,14.9
2023-08-20,21.11,8.28,0,14.9
2023-08-21,19.72,9.28,0,14.9
2023-08-22,19.11,9.72,4.57,11.8
2023-08-23,18,11.22,0.25,10.9
2023-08-24,30.89,8,0,8
2023-08-25,29.39,14.89,0,9.9
2023-08-26,22,14.11,0,12.9
2023-08-27,18.28,14.5,0,8
2023-08-28,19,14.89,0.25,10.9
2023-08-29,20.11,14.78,0,10.9
2023-08-30,20.11,15.72,0.51,10.9
2023-08-31,18.28,14.22,1.78,8
2023-09-01,25.89,12.61,0,9.9
2023-09-02,28.61,12.22,0,9
2023-09-03,18.39,14,0,12.9
2023-09-04,17.11,9.78,0,11.8
2023-09-05,17.78,7,0,10.9
2023-09-06,17.89,10.22,0,10.9
2023-09-07,17.89,11.72,2.03,9.9
2023-09-08,20.72,9.89,0,11.8
2023-09-09,22,7.11,0,11.8
2023-09-10,19.28,10.28,0,9
2023-09-11,19,11.78,1.02,10.9
2023-09-12,17.72,11.39,3.05,9.9
2023-09-13,20.61,10.72,0.25,10.9
2023-09-14,24.5,8.39,0,12.9
2023-09-15,22.22,9.5,0,11.8
2023-09-16,18.78,8,0,14.9
2023-09-17,18.5,11.72,0,9.9
2023-09-18,18,8.5,1.78,14.9
2023-09-19,17.28,8.22,3.05,14.9
2023-09-20,16.61,8.39,0.51,10.9
2023-09-21,19.78,5.11,0,10.9
2023-09-22,21.22,5.78,0,9
2023-09-23,16.78,11.11,18.29,8
2023-09-24,14.22,9.72,14.99,6
2023-09-25,15.28,13.22,5.59,10.9
2023-09-26,16.11,11.89,14.73,10.9
2023-09-27,15.39,11.72,10.67,13.8
2023-09-28,15.28,9.89,5.33,9
2023-09-29,16.28,5.22,0.25,11.8
2023-09-30,15.22,2.72,0,9.9
2023-10-01,16.61,4.89,0,9
2023-10-02,15.11,10.11,28.7,9
2023-10-03,16.11,11.78,0,9.9
2023-10-04,17.72,12.61,0.25,9
2023-10-05,25.61,9,0.25,5
2023-10-06,27.72,13.78,0,6
2023-10-07,25,14.28,0,10.9
2023-10-08,19,13.39,0,9
2023-10-09,16.28,12.78,5.59,10.9
2023-10-10,16.72,10.61,36.07,12.9
2023-10-11,16.11,9.72,14.48,16.9
2023-10-12,19,9.28,0,16.9
2023-10-13,17.28,12.28,9.4,9.9
2023-10-14,14.61,11.89,5.84,5
2023-10-15,14.61,12.11,3.56,3.9
2023-10-16,16,10.39,22.61,19.8
2023-10-17,13.72,9.89,5.59,3
2023-10-18,18.72,9.5,0,5
2023-10-19,15.5,9.39,0.76,7
2023-10-20,16.89,11.11,0,5
2023-10-21,14.5,8.11,0.51,3.9
2023-10-22,16.89,10.61,0,8
2023-10-23,12.89,8.11,1.27,12.9
2023-10-24,10.11,5.22,61.72,13.8
2023-10-25,12.72,2.61,1.78,5
2023-10-26,10,1.89,0.25,1
2023-10-27,12.89,-0.28,0,3.9
2023-10-28,13.39,-2.11,0,3
2023-10-29,16.72,1.89,0,3.9
2023-10-30,16.22,3.5,0,6
2023-10-31,15.28,6.5,0,3.9
2023-11-01,12.28,7.22,37.34,3.9
2023-11-02,14.61,11.39,33.02,19.8
2023-11-03,15.39,7.78,32.77,9
2023-11-04,15.61,12.72,28.7,17.9
2023-11-05,13,10.5,7.11,7
2023-11-06,11.5,8.89,32.26,20.8
2023-11-07,13.28,6.39,1.27,17.9
2023-11-08,13.78,4.28,0,5
2023-11-09,9.11,5.11,20.32,10.9
2023-11-10,11.72,5.28,24.89,19.8
2023-11-11,13,7.5,20.32,24.9
2023-11-12,9.89,7.28,26.67,12.9
2023-11-13,12.89,2.78,0.51,8
2023-11-14,11.89,0.89,0.25,3
2023-11-15,12.22,1,0,7
2023-11-16,11.78,1.11,0,3.9
2023-11-17,13.39,3.61,0,6
2023-11-18,11.39,5,16.76,22.8
2023-11-19,10.61,3.39,4.06,26.9
2023-11-20,9.89,2,0,8
2023-11-21,12.61,6.11,23.37,11.8
2023-11-22,11.28,2.28,0,6
2023-11-23,9.78,-0.72,0.25,5
2023-11-24,9.39,-2.22,0.25,3.9
2023-11-25,9.89,-1.72,0,3.9
2023-11-26,11.22,1.5,0.25,5
2023-11-27,11.5,1,0,5
2023-11-28,10.89,-1.39,0,1
2023-11-29,4.61,-1.22,0,0
2023-11-30,6.5,3,7.11,9
2023-12-01,10.11,4.61,29.46,25.9
2023-12-02,10.72,6.5,9.14,21.8
2023-12-03,11.11,6.28,11.68,18.9
2023-12-04,13.11,6.11,80.77,21.8
2023-12-05,10.5,8.11,27.43,15.9
2023-12-06,9.39,5.22,3.05,9.9
2023-12-07,9.78,3.61,8.13,15.9
2023-12-08,8.89,0.72,0.76,3.9
2023-12-09,11.11,3.28,70.1,11.8
2023-12-10,11.61,7.39,12.7,11.8
2023-12-11,8.89,3.39,0,3.9
2023-12-12,10.72,5.5,0,6
2023-12-13,10.78,5.28,0.76,6
2023-12-14,9.5,6.78,4.06,5
2023-12-15,13.22,4.28,0,5
2023-12-16,11.28,1.22,0,5
2023-12-17,12,6.28,0,6
2023-12-18,9.39,7.28,8.13,5
2023-12-19,11.28,7.5,6.6,9
2023-12-20,10.28,4.22,0,3.9
2023-12-21,9,7.72,0.51,5
2023-12-22,9.78,2.72,12.19,17.9
2023-12-23,6.78,-0.28,0.25,5
2023-12-24,5.61,2.61,4.57,6
2023-12-25,10.39,5.61,31.24,13.8
2023-12-26,10.72,5.5,0.76,10.9
2023-12-27,13,8.89,4.83,8
2023-12-28,11.72,9.5,7.37,5
2023-12-29,14.22,10.39,2.03,8
2023-12-30,10.78,6,2.79,8
2023-12-31,9.5,3.22,0.25,1.9
