date,high_c,low_c,rain_mm,gust_kn
2025-05-19,14.11,8.78,12.95,16.9
2025-05-20,14,8.72,3.3,13.8
2025-05-21,16.28,4.78,0,14.9
2025-05-22,15.22,5,0,12.9
2025-05-23,14.5,4.5,0,11.8
2025-05-24,16.11,5.28,0,14.9
2025-05-25,15.89,8.28,0,11.8
2025-05-26,15.61,8.22,4.06,11.8
2025-05-27,22.28,6.72,0,12.9
2025-05-28,17.72,12.39,0.51,10.9
2025-05-29,16.5,7.78,9.4,16.9
2025-05-30,22.28,5.61,0,13.8
2025-05-31,15.89,9.72,5.08,18.9
2025-06-01,16.11,6.39,0,16.9
2025-06-02,16.39,5.5,0,14.9
2025-06-03,16.39,5.72,0,16.9
2025-06-04,15.22,10.61,0,13.8
2025-06-05,15.11,9.78,0,11.8
2025-06-06,16.61,9.89,0,15.9
2025-06-07,21.5,11.11,0,10.9
2025-06-08,24.39,10.28,0,10.9
2025-06-09,19,9.5,0,14.9
2025-06-10,15.61,11.11,0,11.8
2025-06-11,14.11,11.22,0,13.8
2025-06-12,15.22,10.5,0,15.9
2025-06-13,13.89,7.11,0,15.9
2025-06-14,15.39,6.39,0,12.9
2025-06-15,18.11,5.11,0,13.8
2025-06-16,16.28,7.11,0,12.9
2025-06-17,17.5,9.28,2.54,9.9
2025-06-18,16.78,9.61,1.27,12.9
2025-06-19,17.28,6.5,0,13.8
2025-06-20,15.39,9.39,1.27,14.9
2025-06-21,13.61,12,8.38,12.9
2025-06-22,17.61,12.11,0,10.9
2025-06-23,18.39,11.11,0,12.9
2025-06-24,16,9.89,0,10.9
2025-06-25,17.22,12.61,0.51,9
2025-06-26,15.72,12.89,1.52,9
2025-06-27,17.61,12.39,0,9
2025-06-28,18.72,10.89,0,13.8
2025-06-29,24.61,8,0,13.8
2025-06-30,20.28,10.61,0,14.9
2025-07-01,18.78,11.11,0,14.9
2025-07-02,17.5,11.22,0,13.8
2025-07-03,18,10.39,0,16.9
2025-07-04,17,8.11,0,15.9
2025-07-05,19.22,11.28,0,15.9
2025-07-06,20.78,7.5,0,13.8
2025-07-07,18.39,10.72,0,13.8
2025-07-08,18.72,10.28,0,12.9
2025-07-09,15.61,12.22,5.59,9.9
2025-07-10,18.5,12.11,0.25,7
2025-07-11,20,11.61,0,13.8
2025-07-12,21.72,12.39,0,13.8
2025-07-13,24.5,11,0,12.9
2025-07-14,17.89,12,0,17.9
2025-07-15,24.5,9.89,0,15.9
2025-07-16,22.11,11.11,0,12.9
2025-07-17,18.72,13.11,0,10.9
2025-07-18,15.78,12.22,0,12.9
2025-07-19,16.39,12.39,0,12.9
2025-07-20,16.5,11.61,0,10.9
2025-07-21,15.11,11.11,0,8
2025-07-22,18,13.39,0.51,11.8
2025-07-23,16.78,12.22,0,12.9
2025-07-24,15.5,12.5,0.25,9
2025-07-25,16.72,12.28,0.25,14.9
2025-07-26,17.78,10.72,0,11.8
2025-07-27,18.72,9.72,0,11.8
2025-07-28,20.11,7.72,0,13.8
2025-07-29,22.11,8.72,0,12.9
2025-07-30,19.61,11,0,14.9
2025-07-31,17.89,12.89,0,13.8
2025-08-01,17.72,12.78,0,14.9
2025-08-02,20.11,13.39,0,16.9
2025-08-03,18,12.72,0,12.9
2025-08-04,18.22,13.11,0,9.9
2025-08-05,20.11,14.22,1.02,11.8
2025-08-06,19.11,15,13.72,10.9
2025-08-07,19.89,12.61,0,13.8
2025-08-08,21.11,9,0,13.8
2025-08-09,22.72,10.5,0,15.9
2025-08-10,26,12.28,0,10.9
2025-08-11,32.78,13.11,0,14.9
2025-08-12,22,14.72,0,10.9
2025-08-13,18.11,14.39,0,12.9
2025-08-14,19.39,13.61,12.95,10.9
2025-08-15,17.61,15.78,35.05,12.9
2025-08-16,20.28,16,0,11.8
2025-08-17,20.22,14.28,0,9
2025-08-18,19.89,12.22,0,9.9
2025-08-19,21.11,13.5,0,9
2025-08-20,21.11,9.89,0,15.9
2025-08-21,24.89,8.11,0,13.8
2025-08-22,30.22,9.61,0,9.9
2025-08-23,25.61,11.22,0,9.9
2025-08-24,20.61,12.72,0,9
2025-08-25,17.78,14.28,0,11.8
2025-08-26,16.5,13,0,9
2025-08-27,16.5,13.39,0.25,7
2025-08-28,19.39,15.28,0.25,8
2025-08-29,16.89,14.5,0,7
2025-08-30,21.89,12.61,0,9.9
2025-08-31,17.28,12.11,0,9.9
2025-09-01,20.78,13.5,0,9.9
2025-09-02,22.78,10.72,0,10.9
2025-09-03,18.39,12.5,0,11.8
2025-09-04,20.39,13.39,0,9.9
2025-09-05,16.22,13,0,7
2025-09-06,17,13,0.25,8
2025-09-07,18.11,14.22,4.83,6
2025-09-08,20.61,12.89,0,11.8
2025-09-09,20.72,12,0,12.9
2025-09-10,16.89,13.5,0,9
2025-09-11,16.5,13.61,0.25,10.9
2025-09-12,19.61,13.22,0,9
2025-09-13,20.22,12.89,2.29,8
2025-09-14,18.39,10.89,5.59,16.9
2025-09-15,21.11,6.39,0,14.9
2025-09-16,32.72,13.78,0,11.8
2025-09-17,20.22,13.78,0,14.9
2025-09-18,19.5,9.72,0,12.9
2025-09-19,18.72,9.39,0,10.9
2025-09-20,16.11,11.78,6.1,7
2025-09-21,18.61,12.39,23.62,14.9
2025-09-22,19.78,9.72,0,8
2025-09-23,24.28,8.61,0,11.8
2025-09-24,19.72,9.11,0,12.9
2025-09-25,17.39,9.11,0,12.9
2025-09-26,17.72,9.89,0,8
2025-09-27,20.11,11.78,0,11.8
2025-09-28,18.11,12.5,1.27,10.9
2025-09-29,15.78,13,19.81,9
2025-09-30,17,11.72,21.84,11.8
2025-10-01,18.28,12.89,1.52,10.9
2025-10-02,18.22,11.5,3.3,11.8
2025-10-03,17.28,12.11,0,8
2025-10-04,17.72,10,0,12.9
2025-10-05,22.61,6.61,0,9.9
2025-10-06,27.89,5.72,0,3
2025-10-07,20.5,7,0,13.8
2025-10-08,14.89,6.72,0,8
2025-10-09,19.11,7.89,2.79,3.9
2025-10-10,17.22,10,1.27,6
2025-10-11,14.61,6.5,3.3,13.8
2025-10-12,14.28,7,2.54,12.9
2025-10-13,18.78,3.72,0.25,3.9
2025-10-14,18.89,1.78,0,9
2025-10-15,19.22,1.39,0,11.8
2025-10-16,14.22,3.39,1.02,7
2025-10-17,15.11,6.72,3.05,10.9
2025-10-18,11.72,5,21.59,12.9
2025-10-19,14.28,10.22,11.18,26.9
2025-10-20,14.22,7.39,0.25,11.8
2025-10-21,19.11,3.78,0.25,1.9
2025-10-22,16.5,9.22,1.02,10.9
2025-10-23,15.89,12.5,0.51,11.8
2025-10-24,14.28,9.22,51.05,12.9
2025-10-25,11.61,7.89,24.38,31.7
2025-10-26,11.22,4.72,11.94,15.9
2025-10-27,13.11,5,0.25,5
2025-10-28,12.28,6.78,15.24,15.9
2025-10-29,15.22,5,1.52,9.9
2025-10-30,14.39,4.5,0.25,6
2025-10-31,13.5,6.89,32.51,12.9
2025-11-01,14.39,8.39,21.34,19.8
2025-11-02,13.78,4.61,0.76,8
2025-11-03,10.72,6.39,4.32,1
2025-11-04,11.72,5.72,7.37,7
2025-11-05,13.11,9.72,38.35,20.8
2025-11-06,13.5,9.78,30.48,21.8
2025-11-07,13.72,6.61,2.03,14.9
2025-11-08,13.28,6.28,0,6
2025-11-09,20.22,10.89,5.84,5
2025-11-10,13.28,6.28,1.78,8
2025-11-11,13.39,2.5,0,3
2025-11-12,12.78,8.28,9.65,3
2025-11-13,14,8.39,15.49,9
2025-11-14,12.39,8,27.43,9.9
2025-11-15,13.39,11.78,11.94,9.9
2025-11-16,12.89,8.11,8.13,11.8
2025-11-17,11.72,5.28,0,11.8
2025-11-18,12.72,3,0.51,7
2025-11-19,9.39,4,1.02,6
2025-11-20,12.89,5.72,6.6,3
2025-11-21,12.72,4.89,1.27,6
2025-11-22,11.78,9.89,4.06,8
2025-11-23,11.78,2.78,15.49,14.9
2025-11-24,9.78,1.78,3.56,6
2025-11-25,6.89,4.11,29.72,5
2025-11-26,9.11,4.89,7.62,3.9
2025-11-27,10.61,8.89,32.26,8
2025-11-28,12.61,6.28,0,6
2025-11-29,10.28,3.72,0.25,3
2025-11-30,9.78,1.78,0,3
2025-12-01,11,2.39,1.27,1.9
2025-12-02,10.11,6.22,1.78,9.9
2025-12-03,8.72,5.78,0.51,1.9
2025-12-04,8.28,6.5,10.92,1
2025-12-05,11.78,7.61,10.92,22.8
2025-12-06,11.28,9,3.05,25.9
2025-12-07,12.28,9.28,25.91,14.9
2025-12-08,12.89,9.78,76.45,19.8
2025-12-09,12.72,8.61,22.35,16.9
2025-12-10,12.89,11.11,41.91,19.8
2025-12-11,11.28,8.22,2.03,9
2025-12-12,12.89,8.11,2.03,3
2025-12-13,13.11,9.28,0,6
2025-12-14,12.5,11.28,11.94,12.9
2025-12-15,12.11,12.11,38.61,19.8
2025-12-16,12.78,7.72,45.21,35.8
2025-12-17,10.39,7.22,10.41,43.5
2025-12-18,12.72,4.28,30.48,21.8
2025-12-19,8.72,4.28,9.91,24.9
2025-12-20,9.22,5.72,26.67,15.9
2025-12-21,8.78,3.89,20.83,16.9
2025-12-22,8.61,2.89,22.61,18.9
2025-12-23,6.22,2.28,1.78,9.9
2025-12-24,8.89,3.78,18.03,9
2025-12-25,7.89,4,9.91,6
2025-12-26,7.89,4.22,6.86,23.7
2025-12-27,8.11,2.72,0.51,21.8
2025-12-28,7.22,1.28,0,5
2025-12-29,9.11,1.89,0,5
2025-12-30,11.61,2.72,0,5
2025-12-31,10.89,1.78,0,3
