date,high_c,low_c,rain_mm,gust_kn
2022-06-03,16.72,11.5,14.73,14.9
2022-06-04,15.11,11.72,32.77,7
2022-06-05,13.61,10.72,9.91,11.8
2022-06-06,15,8.5,0,9
2022-06-07,22.61,6.11,0,9
2022-06-08,16.78,11.78,1.02,9
2022-06-09,14.11,11.11,63.5,12.9
2022-06-10,14.61,12,5.84,11.8
2022-06-11,15.89,10.89,0.76,11.8
2022-06-12,14.78,9.22,1.52,18.9
2022-06-13,12.89,10,5.84,17.9
2022-06-14,14.28,8.39,5.08,12.9
2022-06-15,17.39,7.72,2.29,6
2022-06-16,15.61,8.72,6.6,13.8
2022-06-17,14.28,7.72,0.76,11.8
2022-06-18,14.61,11.28,0,13.8
2022-06-19,17.39,11.22,0.51,15.9
2022-06-20,16.5,11.5,0,13.8
2022-06-21,18.89,11.72,0,13.8
2022-06-22,17.28,10.61,0,14.9
2022-06-23,17.72,8.72,0,14.9
2022-06-24,25.11,5.72,0,13.8
2022-06-25,34.89,8.61,0,9.9
2022-06-26,35.78,14.11,0,11.8
2022-06-27,17.61,12.5,0,15.9
2022-06-28,14.61,12.5,7.37,13.8
2022-06-29,16.89,12,0,13.8
2022-06-30,19.39,11.78,0,13.8
2022-07-01,17.5,12.78,0,14.9
2022-07-02,18.22,11.39,0,13.8
2022-07-03,15.72,11.39,0,10.9
2022-07-04,17.78,10.89,0.51,10.9
2022-07-05,22.89,7.72,0,10.9
2022-07-06,18.89,13.89,0.25,12.9
2022-07-07,19.39,13.11,0.51,9.9
2022-07-08,19.72,11.89,0,12.9
2022-07-09,19.72,11,0,12.9
2022-07-10,21,12.61,0,11.8
2022-07-11,27.39,10.78,0,13.8
2022-07-12,19.5,12.78,0,18.9
2022-07-13,19.22,11.28,0,16.9
2022-07-14,17.72,9.61,0,14.9
2022-07-15,17.78,10.28,1.78,11.8
2022-07-16,19.22,12.61,0.25,12.9
2022-07-17,19.61,12.78,0,14.9
2022-07-18,20.22,11.39,0,15.9
2022-07-19,21,9.28,0,14.9
2022-07-20,17.28,12.11,0,9.9
2022-07-21,18.28,13.78,0,9
2022-07-22,17.28,12.5,0,14.9
2022-07-23,17.78,12.28,0,10.9
2022-07-24,19.72,11.5,0,15.9
2022-07-25,26.39,10.22,0,11.8
2022-07-26,18.22,13.39,0,10.9
2022-07-27,18.72,14,0,11.8
2022-07-28,22,13.78,0,12.9
2022-07-29,18.11,12.61,0,11.8
2022-07-30,21.11,12.89,0,9
2022-07-31,17.89,13.22,0,12.9
2022-08-01,18,13.11,0,10.9
2022-08-02,18.72,13.72,0,12.9
2022-08-03,17.89,12.61,1.52,9.9
2022-08-04,19.39,11.39,0.51,15.9
2022-08-05,20.89,7.89,0,12.9
2022-08-06,28,8.78,0,11.8
2022-08-07,30.11,10.61,0,12.9
2022-08-08,16.72,13.22,0,11.8
2022-08-09,18.61,14.78,0,9
2022-08-10,18.61,13.11,0.76,11.8
2022-08-11,25.11,10.11,0,12.9
2022-08-12,19.11,13.39,0,10.9
2022-08-13,19.5,12.5,1.78,10.9
2022-08-14,20.72,10.22,0,12.9
2022-08-15,19.28,11,0,11.8
2022-08-16,23.5,12,0,13.8
2022-08-17,26.28,11.78,0,11.8
2022-08-18,24,13.89,0,9.9
2022-08-19,20.22,16.61,0.51,10.9
2022-08-20,19.11,15.89,0.76,8
2022-08-21,21.22,14.72,1.27,10.9
2022-08-22,20.28,12.72,0,12.9
2022-08-23,19.78,14.11,0,15.9
2022-08-24,21.78,13.72,0.25,14.9
2022-08-25,17.5,13,0,10.9
2022-08-26,18,14.28,0.51,12.9
2022-08-27,17.28,13.39,0,14.9
2022-08-28,20.61,11.22,0,12.9
2022-08-29,28,9.72,0,10.9
2022-08-30,30.89,12.28,0,10.9
2022-08-31,17,14.5,0,9.9
2022-09-01,18.39,14.39,0.51,13.8
2022-09-02,16.22,12,0.76,13.8
2022-09-03,20.28,15,2.03,10.9
2022-09-04,19.11,13.61,1.02,12.9
2022-09-05,21.78,9.72,0.25,12.9
2022-09-06,23.22,8.11,0,12.9
2022-09-07,21.11,10,0,15.9
2022-09-08,21.28,9.61,0,14.9
2022-09-09,31,9.28,0,6
2022-09-10,30.78,15.39,0,8
2022-09-11,20,14.78,0,9.9
2022-09-12,20.39,13.78,0,8
2022-09-13,16.5,13.39,0,8
2022-09-14,18,12.39,0,9.9
2022-09-15,17.5,10.5,0,17.9
2022-09-16,18.78,10.61,1.27,14.9
2022-09-17,18.39,8.5,0,12.9
2022-09-18,25.22,10.22,0,11.8
2022-09-19,27.22,6.89,0,9.9
2022-09-20,30.72,6.89,0,8
2022-09-21,15.72,6.28,0,12.9
2022-09-22,18.5,14.39,0,11.8
2022-09-23,19.22,14.22,0,9
2022-09-24,21.22,11,0,14.9
2022-09-25,25.72,7.89,0,9.9
2022-09-26,18.11,9.61,0,8
2022-09-27,15,8.78,0,9
2022-09-28,17.28,12.61,16.26,5
2022-09-29,17.5,11.72,0,13.8
2022-09-30,17.78,10.11,0,9.9
2022-10-01,26.72,8.89,0,8
2022-10-02,24.11,10.39,0,9
2022-10-03,15.5,12.5,0,7
2022-10-04,15.89,12.61,0.25,5
2022-10-05,21.72,12.89,0,10.9
2022-10-06,27.78,8.28,0,3
2022-10-07,16,10.22,0,8
2022-10-08,19.89,9.22,0,8
2022-10-09,22.39,6.61,0,8
2022-10-10,16.39,8.28,0.25,13.8
2022-10-11,20.5,7.22,0,9
2022-10-12,23.39,6.78,0,7
2022-10-13,26.5,9.39,0,7
2022-10-14,18,6.22,0,7
2022-10-15,28.39,8,0,6
2022-10-16,21.28,10.39,0,11.8
2022-10-17,18.61,9.61,0,3.9
2022-10-18,19.72,7.72,0,11.8
2022-10-19,18.89,7,0,11.8
2022-10-20,16,8.39,0,9.9
2022-10-21,11.28,6.61,21.08,1.9
2022-10-22,13.61,4.22,1.78,11.8
2022-10-23,13,3,1.78,8
2022-10-24,14,8.39,16.26,17.9
2022-10-25,10.39,6.61,27.69,17.9
2022-10-26,11.72,5.11,3.3,9
2022-10-27,13.5,10.78,8.64,18.9
2022-10-28,13.61,7.5,6.1,6
2022-10-29,11.78,4.28,0,5
2022-10-30,13.11,9.11,58.42,17.9
2022-11-01,11.11,3.89,2.03,14.9
2022-11-02,10.28,0.39,0.25,1.9
2022-11-03,10.78,0.89,63.25,14.9
2022-11-04,13.22,10.22,84.84,27.8
2022-11-05,10,4.78,4.06,28.8
2022-11-06,8.39,2.28,25.4,15.9
2022-11-07,5.28,1,13.46,3.9
2022-11-08,8.78,-0.61,0,8
2022-11-09,8.28,-2.28,0.25,3.9
2022-11-10,9.72,1.78,0,3.9
2022-11-11,9.5,4.78,0,6
2022-11-12,12.11,0.22,0,7
2022-11-13,10.22,-0.72,0,3.9
2022-11-14,13.39,0.61,0,5
2022-11-15,13.5,5.22,0,7
2022-11-16,14.28,4.78,0,7
2022-11-17,11.28,3.39,0,9.9
2022-11-18,11.89,-1.5,0,7
2022-11-19,11.61,1.22,0,6
2022-11-20,12.39,0.39,0,3
2022-11-21,12.72,4.89,0.25,3.9
2022-11-22,11,7.22,26.92,19.8
2022-11-23,10.89,5.72,2.29,5
2022-11-24,14.5,3.5,0,1.9
2022-11-25,9.39,0.78,6.1,8
2022-11-26,9.61,0.61,4.06,17.9
2022-11-27,9.28,2.72,11.18,20.8
2022-11-28,6.72,-0.72,1.52,7
2022-11-29,8.78,-0.78,20.83,22.8
2022-11-30,6.78,0.28,3.56,15.9
2022-12-01,4.72,-2.11,1.02,5
2022-12-02,4.61,-0.89,6.6,8
2022-12-03,6.39,1.39,0,8
2022-12-04,5.28,1,9.14,8
2022-12-05,5.22,0.78,0,1.9
2022-12-06,6.72,2.78,4.06,3
2022-12-07,6.5,4.5,3.56,6
2022-12-08,7.28,2.5,21.84,9
2022-12-09,5.72,2.11,37.59,8
2022-12-10,9,3.89,22.86,17.9
2022-12-11,9.39,1.5,4.57,7
2022-12-12,7,1.78,0,3
2022-12-13,7.28,3,0,1.9
2022-12-14,7.5,3.61,0,3.9
2022-12-15,8,-0.11,0,3
2022-12-16,8.28,-1.5,0.25,3
2022-12-17,6.72,-1.72,1.02,10.9
2022-12-18,6,0.61,4.57,12.9
2022-12-19,2.89,0.11,2.79,5
2022-12-20,8.28,1.11,20.57,18.9
2022-12-21,2.22,-1.28,0,6
2022-12-22,-2.28,-4.61,0,13.8
2022-12-23,7.11,-3.11,25.4,10.9
2022-12-24,11.5,6.61,48.26,22.8
2022-12-25,12.5,10,38.61,11.8
2022-12-26,12.39,7.5,46.23,23.7
2022-12-27,12.22,5.61,35.31,33.6
2022-12-28,8.72,4.61,2.03,16.9
2022-12-29,8,5.72,24.64,6
2022-12-30,10.28,7.78,8.13,16.9
2022-12-31,9.72,1.89,1.52,9.9
